score_1,score_2,score_3,score_4,score_5,score_6
0.10407289862632751,0.4965971112251282,0.3517338037490845,0.04295102506875992,0.002820798195898533,0.001824414823204279
0.00027833462809212506,0.02705465629696846,0.8763828873634338,0.09605668485164642,0.00019838803564198315,2.899848550441675e-05
0.0004148430598434061,0.0013178925728425384,0.02215947024524212,0.6281183362007141,0.3428284823894501,0.005160926841199398
0.001317193964496255,0.021110646426677704,0.5588241815567017,0.4159601032733917,0.0026536614168435335,0.00013425784709397703
0.2438676357269287,0.46307626366615295,0.2570732831954956,0.03292635455727577,0.0018730448791757226,0.0011834457982331514
8.458574302494526e-05,0.0003974163846578449,0.044223859906196594,0.9249739050865173,0.030112911015748978,0.00020734808640554547
0.0019684024155139923,0.909708559513092,0.0880284234881401,0.0002420026867184788,2.2226409782888368e-05,3.038714021386113e-05
0.00016657685046084225,0.004595208913087845,0.48315638303756714,0.5103743076324463,0.0016529638087376952,5.462320405058563e-05
0.051674745976924896,0.49122172594070435,0.4327118992805481,0.023367855697870255,0.0006445724866352975,0.0003792690113186836
0.007027550134807825,0.25158849358558655,0.7014516592025757,0.0395316481590271,0.000271125347353518,0.00012955698184669018
0.001907954690977931,0.9292459487915039,0.06859896332025528,0.0002018983504967764,1.835900911828503e-05,2.6842002625926398e-05
0.011155743151903152,0.9213769435882568,0.067044198513031,0.0003312115150038153,4.7597695811418816e-05,4.438327960087918e-05
0.0008273462881334126,0.0009291030000895262,0.04582681134343147,0.6481559872627258,0.297480970621109,0.006779821123927832
0.0004968942375853658,0.03540833666920662,0.8691262006759644,0.0945371612906456,0.0003498512087389827,8.152561349561438e-05
0.0003763669228646904,0.052606433629989624,0.9264985918998718,0.020379548892378807,0.00010200497490586713,3.706119241542183e-05
0.002496228087693453,0.5241468548774719,0.47066381573677063,0.0026349714025855064,2.804367795761209e-05,3.0139921364025213e-05
0.01130610890686512,0.45498913526535034,0.5191450119018555,0.014172587543725967,0.00022651090694125742,0.00016066823445726186
0.00010141963139176369,0.0003714237827807665,0.01867523416876793,0.8022999167442322,0.1777762919664383,0.0007756496197544038
0.0013706231256946921,0.021480901166796684,0.39724400639533997,0.5764447450637817,0.0032520275563001633,0.00020763241627719253
0.0004313869576435536,0.09958510845899582,0.8815581798553467,0.018240418285131454,0.0001192053168779239,6.569145625689998e-05
0.8379749655723572,0.1554727703332901,0.005289680324494839,0.0007088504498824477,0.000319223094265908,0.00023448349384125322
0.22939027845859528,0.731212854385376,0.03762904182076454,0.000977335381321609,0.00038335673161782324,0.0004071219591423869
0.00198343419469893,0.4958666265010834,0.4994989335536957,0.0025867230724543333,3.099202876910567e-05,3.3359581721015275e-05
0.00011788091796915978,0.009397605434060097,0.8365892171859741,0.15353740751743317,0.00033147018984891474,2.6441566660651006e-05
0.0007749814540147781,0.017710799351334572,0.44768384099006653,0.5317070484161377,0.001971610588952899,0.00015172323037404567
0.865073025226593,0.12580506503582,0.0064829508773982525,0.0014985364396125078,0.0005438559455797076,0.0005965958116576076
0.0009754954371601343,0.0013285360764712095,0.06774703413248062,0.7113051414489746,0.2137259989976883,0.00491770775988698
0.6467269659042358,0.340135782957077,0.01171911135315895,0.0008188920328393579,0.0003426216426305473,0.000256607832852751
0.0001366977085126564,0.00559454970061779,0.7964577674865723,0.1971585601568222,0.0006111987167969346,4.117186108487658e-05
0.007335070054978132,0.3513587415218353,0.62416011095047,0.01680169068276882,0.00020964474242646247,0.00013464536459650844
0.00039425696013495326,0.0028764463495463133,0.13050323724746704,0.8475242853164673,0.01826833002269268,0.0004334591794759035
0.0015646442770957947,0.2472686767578125,0.7434902787208557,0.007555810268968344,6.997417222009972e-05,5.058223177911714e-05
0.001690233824774623,0.7950485348701477,0.20273107290267944,0.0004663950821850449,3.124531212961301e-05,3.247065978939645e-05
8.759032789384946e-05,0.0006964681670069695,0.0678386464715004,0.9223458170890808,0.008924711495637894,0.00010677501995814964
0.03159840777516365,0.3209055960178375,0.606103777885437,0.040687400847673416,0.000567060022149235,0.00013776705600321293
0.0015955539420247078,0.05125311389565468,0.7364316582679749,0.20992788672447205,0.0006639873026870191,0.0001278283743886277
0.0009106702636927366,0.019916284829378128,0.5113179087638855,0.46599069237709045,0.0017200555885210633,0.0001444153458578512
0.07235521823167801,0.8554750680923462,0.07001069188117981,0.001445183646865189,0.000344090280123055,0.00036974798422306776
0.0019940680358558893,0.0017603699816390872,0.03148322552442551,0.32792049646377563,0.5805818438529968,0.056260064244270325
0.0019020771142095327,0.09219464659690857,0.8096368908882141,0.09581474214792252,0.00035213216324336827,9.950007370207459e-05
0.00021178626047912985,0.010074261575937271,0.8184001445770264,0.17087861895561218,0.00039617667789570987,3.9043286960804835e-05
0.1063583716750145,0.7002188563346863,0.18509873747825623,0.0075627779588103294,0.0004279657732695341,0.00033328894642181695
0.004245988558977842,0.5540137887001038,0.43933603167533875,0.002253165701404214,7.738653221167624e-05,7.361563621088862e-05
0.00042537934496067464,0.05925522372126579,0.886471688747406,0.05370854586362839,0.00010875517909880728,3.0425189834204502e-05
8.096564852166921e-05,0.0061838384717702866,0.826230525970459,0.16698741912841797,0.000465437478851527,5.167706694919616e-05
0.008109735324978828,0.07791495323181152,0.5437940359115601,0.3659341633319855,0.0037537694443017244,0.0004933706950396299
0.0999017208814621,0.8791003823280334,0.02010337822139263,0.0004310825897846371,0.00018388997705187649,0.00027936097467318177
0.005114672239869833,0.17943045496940613,0.7515515089035034,0.0634484514594078,0.00032469051075167954,0.0001302359305555001
0.000566354370675981,0.0013685434823855758,0.007370722945779562,0.1813194453716278,0.752450704574585,0.056924231350421906
0.0006532316328957677,0.48236343264579773,0.5156347751617432,0.0012624934315681458,4.3183343223063275e-05,4.285186514607631e-05
0.03853311389684677,0.561806321144104,0.38479897379875183,0.012830805964767933,0.001077385968528688,0.0009534448035992682
0.00015949834778439254,0.00873885490000248,0.6579107642173767,0.33224931359291077,0.0008948429021984339,4.673826333601028e-05
0.0003002633457072079,0.005145286209881306,0.4136843681335449,0.5750784873962402,0.005610305350273848,0.00018130755051970482
0.005461480468511581,0.6839646697044373,0.30714893341064453,0.0032294602133333683,9.862530714599416e-05,9.683289681561291e-05
0.00020518213568720967,0.016551673412322998,0.8340186476707458,0.14856122434139252,0.0006112715927883983,5.209268783801235e-05
0.5943692922592163,0.3953244686126709,0.009110754355788231,0.0006413209484890103,0.00031433088588528335,0.00023988308385014534
0.0021382360719144344,0.49620571732521057,0.4997444748878479,0.0017819175263866782,6.715490599162877e-05,6.240660877665505e-05
0.00039407002623192966,0.0005097365356050432,0.0036896958481520414,0.10917947441339493,0.813328206539154,0.07289879769086838
0.06542802602052689,0.8296642303466797,0.10215840488672256,0.0022256928496062756,0.0002463980345055461,0.0002772269945126027
0.0002734658482950181,0.05222465842962265,0.9266626238822937,0.020645497366786003,0.00013168269651941955,6.205467798281461e-05
0.0037208290304988623,0.07662462443113327,0.6850485801696777,0.23103341460227966,0.0031718097161501646,0.00040075095603242517
0.06387382745742798,0.9276549816131592,0.008137348107993603,0.00012458128912840039,8.589981734985486e-05,0.00012332023470662534
0.003292654175311327,0.10298799723386765,0.7724319696426392,0.12070509791374207,0.000452704553026706,0.000129552063299343
0.005503873340785503,0.041392650455236435,0.3902606964111328,0.5477607846260071,0.013972664251923561,0.0011093267239630222
0.11927594989538193,0.8513711094856262,0.028178751468658447,0.0006875560502521694,0.00020680911256931722,0.00027968620997853577
0.1896660476922989,0.7974318265914917,0.011842065490782261,0.00041742168832570314,0.00025192927569150925,0.00039068906335160136
0.00016520204371772707,0.0004894350422546268,0.009378812275826931,0.41995975375175476,0.5643819570541382,0.005624915473163128
0.0042756954208016396,0.1471216380596161,0.7599431872367859,0.08717440068721771,0.001041287905536592,0.00044382826308719814
0.8525948524475098,0.14095278084278107,0.005165441893041134,0.0007251040660776198,0.0003205832908861339,0.00024139611923601478
0.00021917407866567373,0.03488495200872421,0.9363679885864258,0.028338804841041565,0.00013904021761845797,4.9981350457528606e-05
0.0016415497520938516,0.0012989023234695196,0.012077152729034424,0.15335960686206818,0.6986517906188965,0.13297097384929657
0.0001959554065251723,0.0011666829232126474,0.048403576016426086,0.8976414203643799,0.0522904209792614,0.0003018143179360777
0.000449180108262226,0.049417924135923386,0.9261965751647949,0.023868512362241745,5.0204762374050915e-05,1.760619124979712e-05
0.000635359960142523,0.025046924129128456,0.8042177557945251,0.16906747221946716,0.000914437638130039,0.00011807588452938944
0.001077192253433168,0.02137364074587822,0.49518153071403503,0.48074570298194885,0.0014805038226768374,0.00014138461847323924
0.3016432225704193,0.6887860298156738,0.00877032894641161,0.00037582090590149164,0.00022172031458467245,0.00020290045358706266
0.0006996755837462842,0.002092787530273199,0.039489541202783585,0.7386711239814758,0.21675004065036774,0.002296820981428027
0.015825893729925156,0.24402768909931183,0.6740443110466003,0.06532341241836548,0.0005664284690283239,0.00021225211094133556
0.0013180061941966414,0.431423157453537,0.5649409890174866,0.002218463458120823,5.333985245670192e-05,4.608657764038071e-05
0.0018743722466751933,0.008102119900286198,0.1768982857465744,0.7366814017295837,0.07470125705003738,0.0017425476107746363
0.04025811702013016,0.6775805950164795,0.27470535039901733,0.006870160810649395,0.0003199682687409222,0.0002658107550814748
0.001379475579597056,0.01531263254582882,0.47393450140953064,0.503277063369751,0.005617211107164621,0.00047913877642713487
0.00012111064279451966,0.0004259173001628369,0.017599010840058327,0.7856776714324951,0.19517943263053894,0.0009968109661713243
0.0008082620915956795,0.006571750622242689,0.3871128559112549,0.5935064554214478,0.011382391676306725,0.0006183492951095104
0.0004157812218181789,0.003736726241186261,0.15818731486797333,0.8255374431610107,0.011779973283410072,0.00034278223756700754
0.00019210210302844644,0.01842934638261795,0.8924926519393921,0.08864018321037292,0.00020463656983338296,4.1168568714056164e-05
0.027303772047162056,0.9574634432792664,0.015036819502711296,0.00012497897841967642,2.539751039876137e-05,4.551874735625461e-05
0.0015438772970810533,0.08389616012573242,0.8655446767807007,0.0484917089343071,0.00036028146860189736,0.0001632663479540497
0.0005632793181575835,0.0014775583986192942,0.02199152670800686,0.4588017761707306,0.5095781087875366,0.0075876968912780285
0.007379013113677502,0.943068265914917,0.04896298423409462,0.00040705178980715573,6.4628547988832e-05,0.00011801006621681154
0.02291088178753853,0.4403122663497925,0.5127172470092773,0.023474620655179024,0.00036246704985387623,0.00022251735208556056
0.0026292973197996616,0.025501353666186333,0.5147585868835449,0.44803300499916077,0.008303509093821049,0.0007741651497781277
0.0046020508743822575,0.218669593334198,0.7343733310699463,0.04199877008795738,0.00023960467660799623,0.00011660150630632415
0.056719694286584854,0.8912853002548218,0.05147680267691612,0.00037193612661212683,5.875157148693688e-05,8.739712211536244e-05
0.0022747910115867853,0.11795660853385925,0.8110032677650452,0.06836920976638794,0.0002973096852656454,9.877247066469863e-05
0.2577314078807831,0.7143381834030151,0.027105150744318962,0.0004922811640426517,0.00014391996955964714,0.0001890874409582466
0.0035999594256281853,0.16925780475139618,0.8076806664466858,0.019188066944479942,0.00017537381791044027,9.808323375182226e-05
0.00021904168534092605,0.005143541842699051,0.3933217525482178,0.5991448760032654,0.002107416745275259,6.333821511361748e-05
0.006389206741005182,0.06013822183012962,0.5178272128105164,0.41036367416381836,0.004794255364686251,0.0004874067672062665
0.0007749947835691273,0.0008436390780843794,0.04668145999312401,0.6677901148796082,0.27717268466949463,0.00673714792355895
0.01601918414235115,0.9015626907348633,0.08153645694255829,0.0007754176040180027,4.390300455270335e-05,6.2374776462093e-05
0.0013321429723873734,0.02565888687968254,0.6293063759803772,0.3392235040664673,0.0041765449568629265,0.00030266278190538287
0.11153160035610199,0.4001258611679077,0.406756192445755,0.07741305977106094,0.002907717600464821,0.0012655225582420826
0.0005250260583125055,0.0029700587037950754,0.10176173597574234,0.8438701629638672,0.050173163414001465,0.0006998164462856948
0.0021213050931692123,0.469978004693985,0.5254518985748291,0.0023173324298113585,6.891090743010864e-05,6.256459892028943e-05
0.0008081452688202262,0.0019432962872087955,0.0495402067899704,0.5376733541488647,0.3970148265361786,0.013020149432122707
0.0001774710981408134,0.0004006041563116014,0.010671038180589676,0.5146838426589966,0.46947142481803894,0.004595652688294649
0.014588749967515469,0.8493291139602661,0.1353246122598648,0.0006722626276314259,3.558002572390251e-05,4.9746820877771825e-05
0.1060323715209961,0.8784513473510742,0.014998813159763813,0.00028542440850287676,0.00011842168169096112,0.00011362670920789242
0.07608688622713089,0.4571992754936218,0.4162800908088684,0.044435206800699234,0.003723511938005686,0.002275004517287016
0.0007332906243391335,0.01586557924747467,0.6358035802841187,0.34485095739364624,0.002557180356234312,0.0001893708686111495
0.0025062551721930504,0.011655647307634354,0.20719367265701294,0.7310217022895813,0.04610036686062813,0.0015223026275634766
0.0020623134914785624,0.05390136316418648,0.6774265170097351,0.26569902896881104,0.0007757586427032948,0.00013502821093425155
0.011983088217675686,0.4064978063106537,0.5597255825996399,0.020552586764097214,0.0007040205528028309,0.0005369085120037198
0.38748350739479065,0.5357798337936401,0.0712943747639656,0.004235861357301474,0.0006404862506315112,0.0005659828311763704
0.0067941006273031235,0.4144611656665802,0.5632784366607666,0.015129256062209606,0.00019326813344378024,0.0001438361214241013
0.0001800155296223238,0.028254054486751556,0.9335610270500183,0.037917811423540115,7.050000567687675e-05,1.6673109712428413e-05
0.0017394599271938205,0.7586702108383179,0.2388787567615509,0.0006309415330179036,3.917261346941814e-05,4.1519906517351046e-05
0.0021949857473373413,0.06275404244661331,0.6668900847434998,0.2673357427120209,0.0006901489687152207,0.00013500216300599277
